comment_id,operation,scope,remove_code,add_code,labeler_id,label_time,problem,message
30fca47c_c10010a0,delete,2,breaks,NULL,11,7/18/2019 3:32,NULL,but not fall through here
30fca47c_ccbdefab,replace,1,RISC-V,coreboot,10,7/19/2019 7:03,NULL,"If RISC-V defines a convention about where to put the stack pointer when calling a kernel, we could set it in coreboot."
30fca47c_cce68feb,insert,3,NULL,SBI page,7,7/12/2019 10:34,NULL,"Mirroring the SBI page into other places (as you're doing here) may cause some surprise later, but since this function is in flux anyway, it's probably ok, for now."
30fca47c_cfbde1ab,not_enough,0,NULL,NULL,11,7/18/2019 3:28,NULL,"I don't think, it would help here to go on with an arbitrary setting.
Better jump into the else (line 265)?"
30fca47c_d285842c,replace,1,GPIO setup,0xa00,8,7/18/2019 17:34,NULL,"should be = 0xa00

We usually do GPIO setup early in romstage, since the irq lines here are an ugly hack."
30fca47c_d5f0ce72,replace,1,forward declared,gpio.h,7,7/18/2019 8:36,NULL,"Why is this forward declared? this header should be including the header which defines the type. Just forward declaring this wouldn't make things compile. In fact, just including gpio.h would blow up."
30fca47c_ef97fd1c,insert,3,NULL,zero,11,7/15/2019 8:36,NULL,zero anyway?
30fca47c_f2888046,delete,2,#if IS_ENABLED(CONFIG_BOARD_MSI_MS7721),NULL,11,7/19/2019 12:32,NULL,You can remove this.
30fca47c_fb24dba5,insert,3,NULL,Align,11,7/15/2019 4:38,NULL,Align comments.
30fca47c_fb8dfb3d,delete,2,tabs and space,NULL,11,7/18/2019 4:34,NULL,"nit, ops is aligned with a tab, the other two not"
31d0f58a_f1802bc5,insert,3,NULL,__ACPI__ guard,7,7/16/2019 18:46,NULL,needs __ACPI__ guard
322dd00d_14cf0e1b,insert,3,NULL,parentheses,10,7/16/2019 6:01,NULL,Macros with complex values should be enclosed in parentheses
327ea9af_f12d06bd,replace,1,pl2 value,simple table,10,7/19/2019 7:50,NULL,"I think this is just too complicated and prone to error. Can we have a simple table that handles this?

#define PL2_ID_DEFAULT 0
#define PL2_ID_SONA_SYNDRA 1

struct pl2_config {
     uint32_t cpuid_y0_pl2;
     uint32_t cpuid_non_y0_pl2;
} pl2_config_table[] = {
     [PL2_ID_DEFAULT] = { PL2_I7_SKU, PL2_DEFAULT },
     [PL2_ID_SONA_SYNDRA] = { PL2_DEFAULT, PL2_KBL_R },
};

and then

static uint32_t get_pl2(int pl2_id)
{
    assert (pl2_id < ARRAY_SIZE(pl2_config_table));
    if (cpuid_eax(1) == CPUID_KABYLAKE_Y0)
           return pl2_config_table[pl2_id].cpuid_y0_pl2;

    return pl2_config_table[pl2_id].cpuid_non_y0_pl2;
}

Also, why was the pl2 value for Sona changed from PL2_KBL_R to PL2_KBL_U? Is that intentional?"
32a93930_79cec852,insert,3,NULL,question mark,7,7/18/2019 18:03,NULL,"maybe Pointer to the""?"""
32ced54d_ec28271b,delete,2,"if (fsp_fill_mrc_cache(arch_upd, s3wake, fsp_version) < 0)",NULL,11,7/18/2019 3:49,NULL,"u don't need < 0 check, u want to protect that if its -1 then its entered here and check for S3 patch . u could club both in single if case

if (fsp_fill_mrc_cache(arch_upd, s3wake, fsp_version) && s3wake) 
hard_reset()

something like this?"
32defbe5_7eef3f5d,delete,2,spaces,NULL,11,7/24/2019 15:10,NULL,We normally don't have spaces before semicolons (in for loop heads) in coreboot.
33917a58_8febdac9,insert,3,NULL,FSP,11,7/17/2019 5:10,NULL,This is one of the fields that needs to add 'FSP' to the name. Or you need to handle the logic differently. If we're always going to perform these lock down steps then we should remove the config fields all together because that's effectively what we're doing here.
33ae6fef_b0822c84,not_enough,0,NULL,NULL,11,7/17/2019 8:03,NULL,write this out so others know.
33bb520c_7ff25438,delete,2,overline,NULL,11,7/15/2019 3:18,NULL,overline
33ff804c_048d7b94,insert,3,NULL,prefix,7,7/14/2019 4:26,NULL,"Missing SF: "" prefix"""
340e27f5_b3eebeb9,not_enough,0,NULL,NULL,9,7/24/2019 20:32,NULL,Not sure what this should be...
3439320f_8224c09c,replace,1,undef'd,#if #else #endif,1,7/4/2019 4:55,NULL,Why is this being undef'd? Just do #if #else #endif
347cbd45_b4f7f983,insert,3,NULL,license,10,7/18/2019 6:04,NULL,Fix license
349b9284_4e5e174c,insert,3,NULL,500e,10,7/18/2019 9:33,NULL,"nit: I think the train for keeping this in sync with the vboot version has long since left the station, so might as well use 500e here."
34d78c62_50151ad4,insert,3,NULL,C if statement,8,7/16/2019 18:04,NULL,"Please use the C if statement, so the compiler will check the code."
3570dd1c_ff7edd2d,delete,2,no #ifs,NULL,8,7/18/2019 17:46,NULL,no #ifs
359eac59_e44e6bf3,not_enough,0,NULL,NULL,10,7/18/2019 9:03,NULL,Spurious change.
35ea1cfd_3a74bcec,insert,3,NULL,tabs,7,7/15/2019 19:05,NULL,"Please use tabs for indentation, and put a blank comment line for the multi-line comment.

```
/*
 * Now it starts …
```"
3647e672_afd55c9b,replace,1,swapping functions,overriding enabled setting,1,7/4/2019 4:38,NULL,this is not overriding enabled setting. you are actually swapping functions.
368bcd26_019eef38,replace,1,highest bit by treating misa as a signed value, /* convert mxl to 32/64/128 somehow */,10,7/18/2019 6:01,NULL,"Branching on the highest bit by treating misa as a signed value is convenient in assembly code, but I think in C, something like the following is more readable:

    int mxl = read_csr(misa) >> (__riscv_xlen - 2);
    /* convert mxl to 32/64/128 somehow */"
37b9f55c_a1ba87b6,insert,3,NULL,Kconfig condition,9,7/16/2019 15:37,NULL,maybe only apply Kconfig condition on this line? It's still useful to know from the debug message if your setup is in principle not supported.
37ef417b_ddb22c49,insert,3,NULL,log2(),8,7/17/2019 15:25,NULL,Could just use log2() from src/include/lib.h instead.
381c7b53_b5f98d92,not_enough,0,NULL,NULL,10,7/19/2019 8:32,NULL,not sure if adding extra empty line belong to this patch.
389d51b9_96958d26,delete,2,2nd tab,NULL,10,7/12/2019 12:51,NULL,2nd tab ?
389eb372_4aef0997,not_enough,0,NULL,NULL,7,7/12/2019 10:02,NULL,"Need to check negative for errors here. Also the commit where bytecount is honoured for reads and writes has not been merged yet and needs testing, rebase on that one?"
3949ca51_076a1d57,delete,2,lines,NULL,10,7/19/2019 9:16,NULL,"hmmm, looks like we don't need this any more."
39dafa5c_3696f9dd,delete,2,power domain ISO,NULL,11,7/23/2019 10:01,NULL,Disable power domain ISO
3a1bcd76_4f17d273,insert,3,NULL,CB_SUCCESS,10,7/16/2019 6:06,NULL,CB_SUCCESS
3a29b11f_1a06dd20,insert,3,NULL,commenting values meaning,11,7/15/2019 8:14,NULL,Would commenting the meaning of the values be helpful?
3a29b11f_372c12ab,insert,3,NULL,end of comment,10,7/16/2019 6:12,NULL,proper end of comment
3a29b11f_74092831,delete,2,zero,NULL,10,7/15/2019 6:41,NULL,Why 0?
3a29b11f_94116460,replace,1,5,7,7,7/18/2019 9:02,NULL,Actually this seems wrong. Shouldn't the 5 be a 7?
3a29b11f_979e4606,insert,3,NULL,CNTRL03 & BUSY,7,7/19/2019 4:07,NULL,CNTRL03 & BUSY
3a29b11f_ba16c953,insert,3,NULL,empty line,11,7/17/2019 15:30,NULL,No empty line here?
3a29b11f_c8af3f93,insert,3,NULL,oprom_has_run,10,7/19/2019 7:19,NULL,Wit the load-but-not-run patch it seems like we need an oprom_has_run attribute?
3a50d1a3_06951be3,replace,1,lower case t,upper case T,7,7/16/2019 15:55,NULL,Above you started with a lower case t.
3a50d1a3_22be0a00,replace,1,unsigned,u32,8,7/17/2019 16:53,NULL,Why unsigned? Do you really want to rely on the compiler to know you meant u32?
3a50d1a3_5c7452fc,insert,3,NULL,udelay(),7,7/15/2019 19:54,NULL,One more place for udelay() here.
3a50d1a3_9f597791,not_enough,0,NULL,NULL,7,7/15/2019 19:41,NULL,//
3a50d1a3_ff643b4a,insert,3,NULL,includes,7,7/18/2019 9:12,NULL,Just leave the includes at the top.
3a90edde_cb64afbc,delete,2,out parents,NULL,10,7/15/2019 9:22,NULL,out parents not needed.
3ab9d3ae_b84c0c0d,replace,1,#if,if,10,7/12/2019 10:48,NULL,Also a regular if instead of a preprocessor #if
3b75a3ee_001e6edc,delete,2,text,NULL,7,7/12/2019 12:25,NULL,Skip this text.
3be417c4_539d14e3,replace,1,whole MMU,NULL,11,7/24/2019 15:09,NULL,"Now that we're disabling the whole MMU on handoff, doesn't this become obsolete?"
3c09ce04_37806da5,replace,1,NULL,line,7,7/18/2019 8:23,NULL,"Could you move this line one above, so the order matches the one in the comment?"
3c4eb380_276aaddd,insert,3,NULL,commenting,10,7/15/2019 6:04,NULL,Please follow commenting guidelines here: https://www.coreboot.org/Coding_Style#Commenting
3c87398e_c4cad76c,delete,2,WILCO_EC_DATA_MAX,NULL,9,7/21/2019 19:24,NULL,Do we want to go with the wilco name? Presumably it'd be carried for quite some time.
3ceda11f_1f29a31b,delete,2,curly braces,NULL,9,7/15/2019 19:44,NULL,if (
3d0eba96_e8344678,replace,1,SMBIOS field,#define,11,7/19/2019 12:36,NULL,Is this an SPD field or a SMBIOS field?  Use a #define?
3d140582_939214e8,insert,3,NULL,soc-specific header file,10,7/19/2019 6:36,NULL,"does not match anymore... and should we have some soc-specific header file declaring the space to use?

and wil this cause problem to oak?"
3d266616_9f755795,insert,3,NULL,Please use ``` /* * […],8,7/18/2019 17:56,NULL,"Please use

```
/*
 * […]
```"
3d5a3bab_edb37e37,not_enough,0,NULL,NULL,8,7/17/2019 16:52,NULL,assumed
3d64e554_42a096d3,not_enough,0,NULL,NULL,7,7/16/2019 17:06,NULL,This looks like it should change.
3d89cb20_2d2e9020,replace,1,write32(),write32((void,9,7/18/2019 11:37,NULL,write32()
3d8cbf12_8d5f8674,delete,2,characters,NULL,10,7/12/2019 13:40,NULL,"can we just pick one? This variety of types is a cancer. Why the new name? Is the name permanent? If so, let's just use the new name."
3def0817_e42f90ce,insert,3,NULL,copyright,9,7/18/2019 18:40,NULL,copyright?
3e28fdb1_2c19c365,delete,2,multiple pcie,NULL,7,7/19/2019 4:24,NULL,looks like it has multiple pcie x8 or x16 slots...
3e33a4bd_cd414f2a,insert,3,NULL,uintptr_t,7,7/19/2019 4:26,NULL,"uintptr_t and all over this file, please"
3f468bc2_3944e050,not_enough,0,NULL,NULL,10,7/15/2019 9:10,NULL,> 80
3f547124_557bab56,insert,3,NULL,wilco_ec_mailbox(),10,7/16/2019 6:14,NULL,There are other errors that could occur and be returned from wilco_ec_mailbox() even if there isn't a response. Should we be checking for such things?
3f8e8991_c7cebb80,insert,3,NULL,commit message,10,7/19/2019 7:15,NULL,This change isn't noted in the commit message
3f9c46db_3d395563,insert,3,NULL,space,10,7/12/2019 13:22,NULL,space required before the open parenthesis '('
40a15a72_7d65f1fa,delete,2,static,NULL,11,7/19/2019 12:26,NULL,This needs to be removed.
410bf340_9f81b4c5,replace,1,current data,update with https://chromium-review.googlesource.com/#/c/chromiumos/third_party/kernel/+/872432/3/drivers/gpu/drm/panel/panel-innolux-p079zca.c,9,7/16/2019 15:45,NULL,"I somehow screwed up the 'transcription' of this part of the register dump, please update with the data from:

https://chromium-review.googlesource.com/#/c/chromiumos/third_party/kernel/+/872432/3/drivers/gpu/drm/panel/panel-innolux-p079zca.c

(the current data doesn't seem to cause any issues though)"
4148bdc4_0979c4d4,replace,1,copied from UCB code,own copyright line,7,7/17/2019 20:56,NULL,"Unless this code is copied from UCB code, please use your own copyright line."
42649d04_4c08e34f,replace,1,arbitrary max delay,timestamps,7,7/15/2019 20:02,NULL,"You probably want to avoid infinite loops using a timeout variable, like how is done in previous functions and then check at the end if it timed out or not.

If the issue is that H8 needs some time before it's ready (just add a very long delay somewhere in romstage to check if that fixes the issue), it might be interesting to get some statistics about using timestamps. That way it can be implemented without an arbitrary max delay."
42ab4ad3_813a5458,not_enough,0,NULL,NULL,7,7/12/2019 9:10,NULL,"What does tp mean?  temp""?"
42ceb462_c7dcb2ad,delete,2,active to active,NULL,7,7/15/2019 13:29,NULL,Is active to active correct?
42f0ad1d_55077631,not_enough,0,NULL,NULL,10,7/19/2019 7:30,NULL,and here
430b4573_5bbacf85,insert,3,NULL,color sensor,11,7/15/2019 13:09,NULL,"that should read as {1, ... as you want to enable the color sensor on W530 (that ship with it)"
4345d111_4ad444a8,insert,3,NULL,return ((sa_get_gcc_reg()...);,8,7/17/2019 16:27,NULL,return ((sa_get_gcc_reg()...);
434a3dd7_7b51d206,delete,2,space,NULL,7,7/12/2019 13:07,NULL,"space prohibited before that ',' (ctx:WxW)"
44031050_2454b57a,not_enough,0,NULL,NULL,7,7/15/2019 18:44,NULL,What is command recording (just curious)? Is this really something we'd want to have enabled in production?
44f11495_bc371e71,insert,3,NULL,spacing,8,7/18/2019 12:10,NULL,need consistent spacing around '&' (ctx:WxO)
453031ae_67bd6c83,not_enough,0,NULL,NULL,10,7/15/2019 6:20,NULL,"Is DIMM_INFO_PART_NUMBER_SIZE the size of the info from the SPD?  If so, won't this destroy the last byte of the part number which could be valid?  Maybe make trimmed_part_number[] one byte bigger?"
45b60abc_819de32e,delete,2,trimmed_part_number[],NULL,7,7/16/2019 19:53,NULL,This is already done in the devicetree.
45e8f8d1_55363eb9,insert,3,NULL,(multi-line) comments,10,7/15/2019 6:14,NULL,"Per https://www.coreboot.org/Developer_Manual (which may be of date?), coreboot uses linux 
kernel style for which the the preferred style for long (multi-line) comments is:

        /*
         * This is the preferred style for multi-line
         * comments in the Linux kernel source code.
         * Please use it consistently.
         *
         * Description:  A column of asterisks on the left side,
         * with beginning and ending almost-blank lines.
         */"
4638b27d_0b23f978,insert,3,NULL,closing parenthesis,11,7/17/2019 5:13,NULL,Missing closing parenthesis.
4651ce30_41eeff07,insert,3,NULL,2018,8,7/18/2019 18:06,NULL,2018
46a5cb35_1d085f3a,insert,3,NULL,comment section,7,7/24/2019 20:50,NULL,can u please add comment section here as well to know which ports are getting used for ?
476b97d4_1c503cab,not_enough,0,NULL,NULL,10,7/19/2019 6:35,NULL,"Using this diff:

diff --git a/src/soc/intel/cannonlake/romstage/romstage.c b/src/soc/intel/cannonlake/romstage/romstage.c
index 7484b8d91d..13447cb689 100644
--- a/src/soc/intel/cannonlake/romstage/romstage.c
+++ b/src/soc/intel/cannonlake/romstage/romstage.c
@@ -22,6 +22,20 @@
 #include <soc/romstage.h>
 #include <timestamp.h>
 
+
+static void init_cbmem_top(void)
+{
+       int status;
+       struct range_entry fsp_mem;
+
+       status = fsp_find_reserved_memory(&fsp_mem)
+
+       if (status)
+               did( Can't file top of ram\n"");"
47a648b3_e5aebcfc,replace,1,NULL,Move up,10,7/12/2019 9:53,NULL,"Move up, next to where NewStructPtr is set."
47b9fe52_52190ce4,replace,1,NULL,zero,11,7/17/2019 10:59,NULL,since len is size_t the only value this can be is 0. It might read clearer by using '== 0'
47da1824_1af4a3bd,replace,1,variable declarations,two consecutive lines,10,7/16/2019 6:34,NULL,Keep both variable declarations on two consecutive lines.
47f0457a_b584f0ed,delete,2,blank line,NULL,7,7/24/2019 20:44,NULL,Remove the blank line.
47f51e37_69ba7be0,delete,2,#define,NULL,1,6/27/2019 11:32,NULL,Single use case. Not really worth having a #define.
485c9f3b_935e43d2,insert,3,NULL,CONFIG_UART_FOR_CONSOLE,7,7/15/2019 17:12,NULL,"This should be based on CONFIG_UART_FOR_CONSOLE, no?"
486296ad_88ae36f2,delete,2,brace,NULL,11,7/17/2019 4:58,NULL,no brace right?
487d49be_53520ddc,insert,3,NULL,tabs,7,7/15/2019 19:04,NULL,tabs for indention
48e59b0a_f514cf8f,delete,2,constant,NULL,9,7/24/2019 17:35,NULL,"Is this actually a constant? If this is deciding policy (i.e. which threshold to set for which counter), it should maybe be inline in the code and not here)."
4920ba43_c76a248b,not_enough,0,NULL,NULL,10,7/12/2019 10:11,NULL,which
493b68e2_9c2a63ad,insert,3,NULL,8*KiB,10,7/18/2019 8:57,NULL,Use 8*KiB?
49443255_af9d45a0,insert,3,NULL,always,10,7/19/2019 6:30,NULL,Is that supposed to be *always*?
49473c88_899ae43b,not_enough,0,NULL,NULL,10,7/19/2019 7:03,NULL,"If we enforce count as 2 in this function and vector[1] cannot be send, then shouldn't receive be mandatory:

if (!vectors[1].bytesin || !vectors[1].din)
    return -1;"
498448ed_3465d9bf,delete,2,https://review.coreboot.org/c/coreboot/+/18980,NULL,7,7/17/2019 20:57,NULL,Not required anymore: https://review.coreboot.org/c/coreboot/+/18980
49b89eea_c84baa07,delete,2,space,NULL,9,7/18/2019 18:26,NULL,"please, no space before tabs"
49cf9c0c_0984adf2,insert,3,NULL,INFO,10,7/15/2019 9:27,NULL,It’s not an error. Should it be INFO or even DEBUG?
4a593790_8eede671,insert,3,NULL,ariant_devtree_update,10,7/15/2019 6:42,NULL,You will have to add a variant_devtree_update which has a weak definition so that other variants don't have to implement it. If you want I can push a generic patch for poppy and you can add Nami specific bits.
4acef1e3_ba912da2,delete,2,_mmio_,NULL,11,7/19/2019 9:34,NULL,"What about just calling these acpi_readnn() and acpi_writenn()?  I think there are no non-mmio functions to get confused with, and there are other examples of dual access method blocks here too (e.g. PM registers, SMBus in your other patch)."
4ae7e562_efc580e3,not_enough,0,NULL,NULL,7,7/24/2019 20:16,NULL,Is this required?
4b313dbe_7edc7b6c,replace,1,KBL_U_PREMIUM_SKU,KBL_U_BASE_SKU and one KBL_U_PREMIUM_SKU,7,7/18/2019 17:59,NULL,Wondering if we should name this KBL_U_BASE_SKU and the next one KBL_U_PREMIUM_SKU?
4b5dc100_3fab9e15,replace,1,NULL,macro,7,7/24/2019 20:16,NULL,nit: use a macro for it?
4b9430fa_a1db081c,delete,2,free,NULL,10,7/16/2019 6:17,NULL,No need of free anymore.
4b9c4210_45a9ddd9,delete,2,comment format,NULL,11,7/15/2019 3:15,NULL,Wrong comment format
4ba9e569_6818e235,delete,2,parens,NULL,11,7/23/2019 10:03,NULL,Nit: The parens aren't needed.
4c298cb6_35926514,insert,3,NULL,185,11,7/15/2019 7:35,NULL,185
4c948f10_4280f225,insert,3,NULL,open bracket,7,7/15/2019 20:10,NULL,"align with open bracket
make it const"
4ce5658a_ec4a6297,delete,2,equal sign,NULL,11,7/18/2019 3:53,NULL,This could be problematic. When are we going to hit this path in smm? On transition to apic mode? I actually don't see where this would get used in smm.
4ce9a5fa_170a5f8c,insert,3,NULL,TP763,11,7/17/2019 4:51,NULL,TP763
4d1facfb_15c2777d,replace,1,one function call each,font_glyph_filled(),10,7/18/2019 9:46,NULL,These are probably all going to result in one function call each. I think it would be better to access the globals directly and make font_glyph_filled() a static inline in the header to allow the compiler to pull as much of it out of the loop as possible.
4d370ffd_752538be,insert,3,NULL,Failed to recieve,11,7/15/2019 13:16,NULL,incomplete message?
4dae1492_5cd339c2,replace,1,multi-line comment,single line comment,7,7/15/2019 13:41,NULL,make single line comment
4ebe915a_19b71158,delete,2,Rs - mirrored,NULL,10,7/12/2019 10:18,NULL,Too many Rs - mirrored.
4edb0eaf_5c53929f,replace,1,romstage,bootblock code,10,7/19/2019 6:21,NULL,Just move this to the bootblock code. Then when we move things to romstage we just lift those segments. No need to make this more complicated than it should be.
4f536237_088cd206,insert,3,NULL,file,9,7/24/2019 17:45,NULL,why not ADD a file you also add to the repo? less escaping madness :)
4f704d66_ef8f1bea,insert,3,NULL,align up,7,7/15/2019 19:37,NULL,please align up
50411878_0698604d,delete,2,const,NULL,10,7/12/2019 13:12,NULL,static const
50411878_09122cc5,delete,2,comment out symbol,NULL,11,7/18/2019 2:38,NULL,"I believe, this can go too."
50411878_26b11756,insert,3,NULL,space,9,7/24/2019 17:49,NULL,Please use spaces here too.
50411878_4957141c,delete,2,Not necessary,NULL,1,6/27/2019 10:10,yes,Not necessary because already included into hwilib.h
50411878_524862aa,delete,2,uintptr_t,NULL,7,7/16/2019 18:29,NULL,uintptr_t
50411878_699010dc,insert,3,NULL,2014,8,7/18/2019 5:14,NULL,Shouldn't this be 2014
50411878_9242ea86,delete,2,parents,NULL,11,7/24/2019 15:22,NULL,parents around gnvs->chromeos are not needed.
50411878_b1a9e89f,delete,2,#include,NULL,7,7/16/2019 18:19,NULL,Since you are not calling out to the state functions this #include is not needed. Or you could add the appropriate calls below that you added in chromeos.c.
504aa274_b97bf8b8,insert,3,NULL,sizeof(rsp.data),8,7/16/2019 15:17,NULL,Seems like this should be at most sizeof(rsp.data)
506af8fb_09ea39b1,insert,3,NULL,buffer,10,7/18/2019 9:26,NULL,No buffer is passed in here.
506af8fb_15bed4dc,not_enough,0,NULL,NULL,7,7/12/2019 10:32,NULL,"This is entire file is guarded by ENV_RAMSTAGE, but we're adding it to be compiled in romstage? That's odd."
506af8fb_4958b1fc,replace,1,SoC,indicate device,10,7/15/2019 9:19,NULL,You should probably indicate which device it is in the message. And really it should only be on bus 0. With filtering on bus 0 only you should be able to only attempt this on the devices in the SoC.
506af8fb_55c84c7f,delete,2,#elif ENV_RAMSTAGE,NULL,11,7/23/2019 10:09,NULL,I don't understand the point of #ifdef'ing these function definitions. why can't they always be available? The linker will cull dead code.
506af8fb_9899790e,insert,3,NULL,TODO,10,7/19/2019 6:18,NULL,Add a TODO to nuke this eventually.
506af8fb_bb938f63,insert,3,NULL,Set up,7,7/19/2019 4:52,NULL,Set up
506af8fb_fb1a278e,insert,3,NULL,tab,11,7/19/2019 4:41,NULL,the rest of the lines use a tab for indent
507e789d_892229cc,not_enough,0,NULL,NULL,11,7/17/2019 5:12,NULL,} else {
509598f9_dde22b32,not_enough,0,NULL,NULL,7,7/12/2019 13:12,NULL,and here as well.
509598f9_fddfe766,insert,3,NULL,IGD,11,7/19/2019 12:12,NULL,IGD
50c3d821_3047c699,replace,1,#if,if,11,7/15/2019 3:13,NULL,I'd just use an if here as well instead of the #if
50c3d821_3689fe03,delete,2,pack(pop),NULL,7,7/16/2019 19:03,NULL,#pragma pack(pop)
50c3d821_50ecd252,replace,1,current mask,0x0000ffff,7,7/18/2019 9:19,NULL,"i'd rather use 0x0000ffff as mask here; the curent mask only works, when no other bits were set in this register before."
50c6786a_1e4291da,insert,3,NULL,alignment space,7,7/15/2019 18:51,NULL,Lost alignment space before the asterisks.
50c6786a_20dd5198,insert,3,NULL,2 macros,10,7/19/2019 9:15,NULL,"Please just call one of the other 2 macros which fills out all the entries. That way when other variants are added they are all consistent, but also one doesn't have to duplicate the implementations."
50c6786a_262576a0,replace,1,*all* memory skus,per-sku override,7,7/15/2019 18:32,NULL,"Why is this being OR'd? It should be the value we want and expect. But the issue is that the setting is wrong for *all* memory skus. Why not just change the default to the value we need? We can allow a per-sku override, but that'll require 2 variables: one for the setting and one to indicate apply this setting."
50c6786a_2952b52c,delete,2,characters,NULL,10,7/19/2019 8:59,NULL,please remove
50c6786a_29a7074a,delete,2,space,NULL,11,7/19/2019 12:32,NULL,trailing space
50c6786a_2fa39593,insert,3,NULL,comment,11,7/14/2019 14:40,NULL,Please add a comment as to the purpose of this function. And tsc is specific to underlying implementation. We should probably name it more generically.
50c6786a_3822ef97,not_enough,0,NULL,NULL,7,7/18/2019 9:08,NULL,Don't we are care about being able to know if this command failed?
50c6786a_3b983fdb,delete,2,tabs,NULL,7,7/15/2019 17:48,NULL,"Looks like your editor has a weird notion of tabs, please fix that."
50c6786a_3ba83f6d,insert,3,NULL,agesaboard_postcar,7,7/14/2019 7:24,NULL,move into agesaboard_postcar?
50c6786a_42c335c0,insert,3,NULL,comment style,7,7/18/2019 7:31,NULL,"Please use the style below.

```
/*
 * […]
 */
```"
50c6786a_5176a146,not_enough,0,NULL,NULL,11,7/17/2019 9:57,NULL,"What should not happen? we iterate over it.

How about Nothing to do""?"""
50c6786a_58588bfc,insert,3,NULL,at,9,7/21/2019 19:22,NULL,at?
50c6786a_5b017b72,not_enough,0,NULL,NULL,7,7/16/2019 19:06,NULL,Why? it hasn't been touched.
50c6786a_614da1b9,not_enough,0,NULL,NULL,11,7/15/2019 13:28,NULL,"You should check run_rom->signature first, to make sure it's an option rom."
50c6786a_69658d8b,not_enough,0,NULL,NULL,9,7/18/2019 7:30,NULL,copyright.   You might want to look at other headers as well.
50c6786a_749ac17c,delete,2,1 tab,NULL,11,7/19/2019 4:49,NULL,remove 1 tab
50c6786a_774d5ab9,insert,3,NULL,PCH_LP_SUPER_SKU should be fine,8,7/16/2019 18:00,NULL,PCH_LP_SUPER_SKU should be fine.
50c6786a_780c672e,replace,1,casted,const char,10,7/16/2019 6:35,NULL,Why is this being casted? Just fix the return type to match the type being returned: const char *
50c6786a_788f070b,replace,1,#define EDID_ASCII_STRING_LENGTH 13,EDID_ASCII_STRING_LENGTH + 1,7,7/16/2019 19:10,NULL,"Maybe

    #define EDID_ASCII_STRING_LENGTH 13

somewhere and put `EDID_ASCII_STRING_LENGTH + 1` here."
50c6786a_7e41c5d1,insert,3,NULL,braces,11,7/19/2019 12:23,NULL,"Coding style mandates to use braces on all branches if one of them
has them.

Sorry for nitpicking, now I wish I hadn't mentiond the braces (._.)"
50c6786a_86472ae9,insert,3,NULL,40 ohm impedance,10,7/12/2019 10:49,NULL,Note that this is 40 ohm impedance for lpddr4 modules having both their ODT pins pulled to 1.1V.
50c6786a_92cf64e9,replace,1,tabs ,spaces,11,7/18/2019 4:30,NULL,seems like tabs and spaces are being mixed between .field and =
50c6786a_99185f97,replace,1,bit5=1,sanitize,10,7/19/2019 8:22,NULL,"Please sanitize (if it's from a dump, some reserved bits set might
just be read-only or defaults). Looking at the datasheet, I don't
see a reason to do anything but forcing bit5=1."
50c6786a_9e8f7cb8,insert,3,NULL,PCR_ITSS_PIRQH_ROUT - PCR_ITSS_PIRQA_ROUT + 1,11,7/15/2019 13:26,NULL,you need to #include the headers which provide the types.
50c6786a_a4318c61,insert,3,NULL,size_t,11,7/15/2019 3:07,NULL,size_t
50c6786a_a4a6ec1c,replace,1,"[0, CURSOR_MASK]",<= CURSOR_MASK + 1 == 1 << 24,11,7/18/2019 7:14,NULL,"This is kinda odd to me. cursor is an index that can have the value of [0, size - 1] which is constrained by [0, CURSOR_MASK]. So size should be <= CURSOR_MASK + 1 == 1 << 24.

It might be better to define a max size macro and use that."
50c6786a_afdfa590,replace,1,repeated comment ,<= MAX_SIZE,7,7/16/2019 19:11,NULL,Just repeating my comment in prev patchset:  I think this should be <= MAX_SIZE
50c6786a_b21c690f,insert,3,NULL,per-board,7,7/16/2019 20:28,NULL,shouldn't this be per-board configurable?
50c6786a_c48a0876,insert,3,NULL,CURSOR_MASK,9,7/24/2019 20:23,NULL,"I just wrote out the following as an alternative. Your way works, but it assumes cursor value can't get to CURSOR_MASK size which will overflow into your flags area when directly incrementing cbm_cons_p->cursor. It can actually disturb the flags area if more than a single flag is in use.

uint32_t flags = cmb_cons_p->cursor & ~CURSOR_MASK;
uint32_t cursor = cbm_cons_p->cursor & CURSOR_MASK;


cbm_cons_p->body[cursor++] = data;


if (cursor >= cbm_cons_p->size) {
  cursor = 0;
  flags |= OVERFLOW;
}

cbm_cons_p->cursor = flags | cursor;"
50c6786a_c4a3e80b,replace,1,inline,current_console() and current_console_set(),11,7/19/2019 4:46,NULL,Any reason you didn't remove this inline but you did on current_console() and current_console_set() ?
50c6786a_c4df6867,replace,1,NULL,IS_ENABLED,7,7/19/2019 4:34,NULL,if (IS_ENABLED(CONFIG_LPC_TPM))
50c6786a_d1a2b10a,delete,2,mebibytes,NULL,11,7/17/2019 8:16,NULL,In the description in the header you use *mebibytes*.
50c6786a_d641c7d3,delete,2,int ret;,NULL,11,7/19/2019 12:18,NULL,"Remove this and just do

 if (function_call(...) < 0)
   return;

directly."
50c6786a_de073484,insert,3,NULL,MAX_PXRC_CONFIG,11,7/17/2019 8:55,NULL,How big is this array supposedly? You might as well make the parameter uint8_t pch_interrupt_routing[MAX_PXRC_CONFIG].
50c6786a_ecd4387f,delete,2,braces,NULL,8,7/18/2019 18:59,NULL,nit: can remove braces
